sample_id,ade_m
1505,7.461341
1506,6.438711
1507,7.325780
1508,6.249280
1509,7.176207
1510,6.084671
1511,7.044257
1512,5.966569
1513,6.933729
1514,5.877168
1515,6.841479
1516,5.789009
1517,6.744673
1518,5.701479
1519,6.632474
1520,5.590183
1521,6.493594
1522,5.443473
1523,6.314194
1524,5.256147
1525,6.093152
1526,4.997916
1527,5.801431
1528,4.682981
1529,5.504297
1530,4.353534
1531,5.190104
1532,4.011011
1533,4.855679
1534,3.651575
1535,4.499185
1536,3.300934
1537,4.157641
1538,2.976243
1539,3.834976
1540,2.677830
1541,3.520828
1542,2.369161
1543,3.197445
1544,2.095973
1545,2.941562
1546,2.036236
1547,2.861552
1548,2.134290
1549,2.805082
1550,2.106383
1551,2.686656
1552,2.168604
1553,2.694847
1554,2.415274
1555,2.817907
1556,2.702109
1557,2.953543
1558,2.996518
1559,3.123712
1560,3.327959
1561,3.314123
1562,3.646249
1563,3.504002
1564,3.812433
1565,3.757179
1566,3.518389
1567,3.967475
1568,3.329475
1569,3.715717
1570,3.232054
1571,3.542802
1572,3.244578
1573,3.459566
1574,3.383640
1575,3.492411
1576,3.631641
1577,3.640033
1578,3.956134
1579,3.873320
1580,4.305254
1581,4.155765
1582,4.664482
1583,4.458834
1584,5.008701
1585,4.767656
1586,5.341975
1587,5.083180
1588,5.677615
1589,5.409499
1590,6.009464
1591,5.747950
1592,6.357121
1593,6.103489
1594,6.714400
1595,6.471408
1596,7.089005
1597,6.858502
1598,7.480622
1599,7.271064
1600,7.899120
1601,7.708212
1602,10.466535
1603,10.156870
1604,10.981824
1605,10.705297
1606,11.126683
1607,11.028785
1608,10.895360
1609,10.790474
1610,10.693851
1611,10.580622
1612,10.521403
1613,10.405731
1614,10.383615
1615,10.259205
1616,10.266278
1617,10.143841
1618,10.189912
1619,10.056787
1620,10.146241
1621,9.978895
1622,10.100477
1623,9.885820
1624,10.032790
1625,9.769805
1626,9.963273
1627,9.669761
1628,9.898802
1629,9.581182
1630,9.848543
1631,9.503262
1632,9.806437
1633,9.413525
1634,9.744123
1635,9.309007
1636,9.678616
1637,9.196795
1638,9.606395
1639,9.073054
1640,9.512027
1641,8.921221
1642,9.301009
1643,8.749170
1644,8.993731
1645,8.565605
1646,8.266198
1647,8.596074
1648,8.119588
1649,8.192199
1650,7.812131
1651,7.902136
1652,7.540387
1653,7.673296
1654,7.319903
1655,7.493024
1656,7.149777
1657,7.330228
1658,6.942422
1659,7.105984
1660,6.671387
1661,6.853148
1662,6.480689
1663,6.693481
1664,6.336010
1665,6.502427
1666,6.074598
1667,6.193494
1668,5.742859
1669,5.837619
1670,5.432797
1671,5.513286
1672,5.165324
1673,5.209643
1674,4.898636
1675,4.885894
1676,4.607739
1677,4.552706
1678,4.380328
1679,4.350268
1680,4.396280
1681,4.379283
1682,4.528498
1683,4.460778
1684,4.631382
1685,4.498762
1686,4.703162
1687,4.541045
1688,4.791175
1689,4.609559
1690,4.916667
1691,4.706155
1692,5.047715
1693,4.809321
1694,5.180974
1695,4.922243
1696,5.330729
1697,5.052740
1698,5.487993
1699,5.195987
1700,5.656829
1701,5.350530
1702,5.734344
1703,5.518836
1704,5.780382
1705,5.701540
1706,5.835707
1707,5.895189
1708,5.908700
1709,6.086573
1710,5.958157
1711,6.233490
1712,5.981278
1713,6.347178
1714,6.028371
1715,6.410785
1716,6.096208
1717,6.444707
1718,6.139538
1719,6.449901
1720,6.148241
1721,6.426408
1722,6.129339
1723,6.386190
1724,6.113472
1725,6.346972
1726,6.090907
1727,6.307991
1728,6.077286
1729,6.270610
1730,6.067396
1731,6.241442
1732,6.062343
1733,6.216841
1734,6.059574
1735,6.200319
1736,6.065065
1737,6.186730
1738,6.076558
1739,6.174894
1740,6.082210
1741,6.168279
1742,6.098527
1743,6.165309
1744,6.109124
1745,6.157344
1746,6.118307
1747,6.152451
1748,6.134790
1749,6.143450
1750,6.144216
1751,6.137657
1752,6.150517
1753,6.126653
1754,6.154072
1755,6.118140
1756,6.162496
1757,6.103335
1758,6.158334
1759,6.087304
1760,6.154078
1761,6.065369
1762,6.148313
1763,6.042271
1764,6.138728
1765,6.015015
1766,6.118345
1767,5.983722
1768,6.095699
1769,5.940957
1770,6.063246
1771,5.896966
1772,6.030299
1773,5.852472
1774,6.001099
1775,5.818118
1776,5.969864
1777,5.769834
1778,5.926404
1779,5.714829
1780,5.877275
1781,5.656016
1782,5.836556
1783,5.598323
1784,5.787245
1785,5.542034
1786,5.737819
1787,5.482232
1788,5.686414
1789,5.420533
1790,5.629051
1791,5.352262
1792,5.568815
1793,5.282453
1794,5.502394
1795,5.206414
1796,5.438263
1797,5.130150
1798,5.366993
1799,5.051162
1800,5.285217
1801,4.966426
1802,5.207949
1803,4.878103
1804,5.127563
1805,4.788152
1806,5.045769
1807,4.700554
1808,4.967436
1809,4.610593
1810,4.885573
1811,4.528091
1812,4.803215
1813,4.443674
1814,4.733109
1815,4.366376
1816,4.668180
1817,4.298883
1818,4.610849
1819,4.238482
1820,4.566738
1821,4.198378
1822,4.539702
1823,4.174492
1824,4.531249
1825,4.168052
1826,4.530514
1827,4.172163
1828,4.538780
1829,4.181994
1830,4.557590
1831,4.203365
1832,4.576818
1833,4.220111
1834,4.600123
1835,4.238605
1836,4.625525
1837,4.259523
1838,4.650910
1839,4.284871
1840,4.679119
1841,4.308308
1842,4.710926
1843,4.341112
1844,4.742173
1845,4.369792
1846,4.778133
1847,4.405241
1848,4.814112
1849,4.443036
1850,4.857543
1851,4.484478
1852,4.900289
1853,4.528732
1854,4.947427
1855,4.575049
1856,4.996649
1857,4.624796
1858,5.048336
1859,4.674603
1860,5.102029
1861,4.730456
1862,5.156267
1863,4.783553
1864,5.213170
